listing_id,seller_id,category,product_name,price_eur,stock_qty,is_active,listed_date
LST00698,SEL0342,Electronics,Product_00698,464.9,192,1,2023-01-10
LST00699,SEL0135,Home & Garden,Product_00699,126.81,63,1,2023-05-28
LST00700,SEL0097,Fashion,Product_00700,211.67,48,0,2023-03-13
LST00701,SEL0063,Electronics,Product_00701,448.28,95,0,2023-03-04
LST00702,SEL0108,Beauty,Product_00702,405.52,112,1,2023-03-23
LST00703,SEL0394,Fashion,Product_00703,408.44,165,1,2023-06-19
LST00704,SEL0377,Sports,Product_00704,247.31,121,1,2023-06-14
LST00705,SEL0401,Beauty,Product_00705,180.92,47,1,2023-05-28
LST00706,SEL0269,Home & Garden,Product_00706,222.34,194,1,2023-05-15
LST00707,SEL0356,Sports,Product_00707,302.24,73,1,2023-01-11
LST00708,SEL0107,Beauty,Product_00708,328.99,160,1,2023-02-09
LST00709,SEL0042,Electronics,Product_00709,368.59,11,1,2023-03-04
LST00710,SEL0168,Beauty,Product_00710,119.33,5,1,2023-04-21
LST00711,SEL0189,Fashion,Product_00711,411.13,7,1,2023-06-24
LST00712,SEL0362,Beauty,Product_00712,40.59,119,1,2023-05-22
LST00713,SEL0266,Electronics,Product_00713,177.91,7,1,2023-01-27
LST00714,SEL0118,Electronics,Product_00714,371.84,123,1,2023-02-28
LST00715,SEL0067,Home & Garden,Product_00715,391.57,120,0,2023-04-09
LST00716,SEL0467,Fashion,Product_00716,279.1,22,1,2023-04-17
LST00717,SEL0054,Fashion,Product_00717,100.36,110,1,2023-03-05
LST00718,SEL0406,Fashion,Product_00718,89.37,196,0,2023-03-27
LST00719,SEL0302,Fashion,Product_00719,376.4,29,1,2023-05-26
LST00720,SEL0065,Fashion,Product_00720,395.05,140,1,2023-01-28
LST00721,SEL0367,Sports,Product_00721,62.05,107,1,2023-06-29
LST00722,SEL0080,Home & Garden,Product_00722,201.28,54,1,2023-01-25
LST00723,SEL0154,Electronics,Product_00723,341.74,165,1,2023-04-05
LST00724,SEL0071,Fashion,Product_00724,424.5,137,1,2023-04-06
LST00725,SEL0358,Home & Garden,Product_00725,230.07,38,1,2023-03-02
LST00726,SEL0031,Sports,Product_00726,115.24,135,0,2023-01-06
LST00727,SEL0202,Beauty,Product_00727,15.5,106,1,2023-04-08
LST00728,SEL0037,Fashion,Product_00728,52.15,165,1,2023-01-21
LST00729,SEL0151,Electronics,Product_00729,89.93,142,1,2023-04-13
LST00730,SEL0413,Sports,Product_00730,364.6,53,0,2023-01-27
LST00731,SEL0161,Electronics,Product_00731,10.31,92,1,2023-03-05
LST00732,SEL0123,Beauty,Product_00732,327.9,125,1,2023-02-22
LST00733,SEL0128,Electronics,Product_00733,383.17,196,1,2023-02-03
LST00734,SEL0024,Home & Garden,Product_00734,235.92,152,1,2023-06-15
LST00735,SEL0472,Sports,Product_00735,256.26,16,1,2023-02-17
LST00736,SEL0362,Beauty,Product_00736,62.99,178,1,2023-01-16
LST00737,SEL0469,Fashion,Product_00737,276.87,63,0,2023-06-29
LST00738,SEL0400,Fashion,Product_00738,27.21,199,1,2023-01-13
LST00739,SEL0313,Home & Garden,Product_00739,226.78,24,1,2023-05-14
LST00740,SEL0002,Sports,Product_00740,326.6,75,1,2023-01-08
LST00741,SEL0357,Sports,Product_00741,45.07,165,1,2023-04-21
LST00742,SEL0471,Electronics,Product_00742,414.98,114,0,2023-03-20
LST00743,SEL0437,Home & Garden,Product_00743,240.41,39,1,2023-05-24
LST00744,SEL0233,Electronics,Product_00744,116.44,137,1,2023-03-20
LST00745,SEL0473,Fashion,Product_00745,47.06,132,1,2023-05-26
LST00746,SEL0298,Beauty,Product_00746,217.36,95,1,2023-06-16
LST00747,SEL0090,Electronics,Product_00747,330.63,33,1,2023-03-27
LST00748,SEL0045,Fashion,Product_00748,379.85,23,0,2023-02-19
LST00749,SEL0085,Beauty,Product_00749,7.06,140,1,2023-06-29
LST00750,SEL0220,Fashion,Product_00750,33.14,19,1,2023-03-14
LST00751,SEL0432,Beauty,Product_00751,474.5,102,1,2023-06-09
LST00752,SEL0425,Beauty,Product_00752,332.68,129,1,2023-03-22
LST00753,SEL0361,Fashion,Product_00753,80.45,148,0,2023-01-23
LST00754,SEL0368,Electronics,Product_00754,36.87,43,1,2023-02-20
LST00755,SEL0491,Fashion,Product_00755,449.96,61,1,2023-06-09
LST00756,SEL0347,Fashion,Product_00756,22.31,191,1,2023-01-26
LST00757,SEL0052,Fashion,Product_00757,91.36,181,1,2023-04-23
LST00758,SEL0126,Sports,Product_00758,302.47,1,1,2023-05-22
LST00759,SEL0276,Electronics,Product_00759,413.23,98,1,2023-05-16
LST00760,SEL0047,Beauty,Product_00760,134.41,61,1,2023-06-23
LST00761,SEL0145,Sports,Product_00761,117.92,53,1,2023-05-14
LST00762,SEL0343,Beauty,Product_00762,55.38,16,0,2023-03-30
LST00763,SEL0183,Beauty,Product_00763,282.94,81,0,2023-01-18
LST00764,SEL0037,Fashion,Product_00764,111.74,159,1,2023-05-29
LST00765,SEL0234,Electronics,Product_00765,10.82,200,1,2023-05-25
LST00766,SEL0391,Beauty,Product_00766,62.43,19,1,2023-01-06
LST00767,SEL0121,Home & Garden,Product_00767,196.72,112,1,2023-02-10
LST00768,SEL0193,Home & Garden,Product_00768,184.21,149,0,2023-05-21
LST00769,SEL0324,Electronics,Product_00769,247.85,37,1,2023-03-29
LST00770,SEL0144,Electronics,Product_00770,70.65,45,0,2023-03-31
LST00771,SEL0072,Home & Garden,Product_00771,487.72,79,1,2023-04-23
LST00772,SEL0403,Sports,Product_00772,352.36,107,1,2023-01-19
LST00773,SEL0067,Home & Garden,Product_00773,180.98,15,0,2023-03-12
LST00774,SEL0252,Fashion,Product_00774,298.01,69,1,2023-05-23
LST00775,SEL0324,Electronics,Product_00775,193.92,33,1,2023-05-11
LST00776,SEL0168,Beauty,Product_00776,464.37,80,1,2023-06-24
LST00777,SEL0333,Electronics,Product_00777,87.84,128,1,2023-01-20
LST00778,SEL0313,Home & Garden,Product_00778,345.62,39,1,2023-04-19
LST00779,SEL0002,Sports,Product_00779,7.59,158,1,2023-03-08
LST00780,SEL0445,Fashion,Product_00780,39.58,138,1,2023-05-13
LST00781,SEL0399,Beauty,Product_00781,176.07,86,1,2023-05-21
LST00782,SEL0360,Electronics,Product_00782,407.5,109,1,2023-05-02
LST00783,SEL0214,Sports,Product_00783,282.11,63,1,2023-02-21
LST00784,SEL0426,Sports,Product_00784,87.76,102,1,2023-02-20
LST00785,SEL0233,Electronics,Product_00785,254.26,86,1,2023-01-16
LST00786,SEL0289,Beauty,Product_00786,444.19,94,1,2023-06-17
LST00787,SEL0047,Beauty,Product_00787,87.6,42,1,2023-03-27
LST00788,SEL0413,Sports,Product_00788,296.26,143,1,2023-06-11
LST00789,SEL0360,Electronics,Product_00789,128.28,187,1,2023-02-11
LST00790,SEL0039,Electronics,Product_00790,82.79,177,1,2023-01-31
LST00791,SEL0150,Fashion,Product_00791,400.76,53,1,2023-05-28
LST00792,SEL0221,Home & Garden,Product_00792,111.59,43,1,2023-06-17
LST00793,SEL0435,Fashion,Product_00793,280.05,144,1,2023-06-06
LST00794,SEL0113,Sports,Product_00794,221.3,77,1,2023-04-09
LST00795,SEL0084,Sports,Product_00795,353.98,199,1,2023-02-05
LST00796,SEL0174,Sports,Product_00796,247.3,15,1,2023-05-01
LST00797,SEL0154,Electronics,Product_00797,380.87,61,1,2023-02-03
LST00798,SEL0496,Beauty,Product_00798,168.7,40,1,2023-02-26
LST00799,SEL0228,Sports,Product_00799,70.68,152,0,2023-03-07
LST00800,SEL0196,Fashion,Product_00800,122.2,9,1,2023-05-18
LST00801,SEL0385,Fashion,Product_00801,358.64,30,1,2023-04-03
LST00802,SEL0142,Fashion,Product_00802,343.87,69,1,2023-03-24
LST00803,SEL0058,Home & Garden,Product_00803,62.72,174,1,2023-03-16
LST00804,SEL0462,Fashion,Product_00804,46.51,159,1,2023-04-29
LST00805,SEL0498,Sports,Product_00805,293.24,164,1,2023-01-19
LST00806,SEL0314,Sports,Product_00806,189.59,130,1,2023-03-03
LST00807,SEL0492,Home & Garden,Product_00807,16.15,11,1,2023-02-26
LST00808,SEL0454,Home & Garden,Product_00808,197.3,157,1,2023-01-28
LST00809,SEL0360,Electronics,Product_00809,312.09,142,1,2023-04-06
LST00810,SEL0265,Home & Garden,Product_00810,128.89,155,1,2023-02-19
LST00811,SEL0335,Fashion,Product_00811,392.11,86,0,2023-06-16
LST00812,SEL0433,Home & Garden,Product_00812,198.44,119,1,2023-06-10
LST00813,SEL0259,Beauty,Product_00813,288.35,77,1,2023-06-17
LST00814,SEL0201,Beauty,Product_00814,69.57,79,1,2023-01-11
LST00815,SEL0493,Home & Garden,Product_00815,377.76,67,0,2023-05-20
LST00816,SEL0419,Sports,Product_00816,439.4,72,1,2023-06-20
LST00817,SEL0253,Electronics,Product_00817,177.74,46,1,2023-02-10
LST00818,SEL0379,Sports,Product_00818,327.72,198,0,2023-01-25
LST00819,SEL0008,Fashion,Product_00819,198.83,83,1,2023-02-07
LST00820,SEL0114,Sports,Product_00820,226.56,51,1,2023-05-15
LST00821,SEL0156,Electronics,Product_00821,468.39,144,0,2023-03-06
LST00822,SEL0279,Fashion,Product_00822,436.25,108,1,2023-02-14
LST00823,SEL0422,Beauty,Product_00823,219.42,196,1,2023-02-25
LST00824,SEL0072,Home & Garden,Product_00824,46.1,54,1,2023-05-11
LST00825,SEL0105,Home & Garden,Product_00825,40.92,140,1,2023-04-28
LST00826,SEL0240,Sports,Product_00826,116.33,51,1,2023-06-02
LST00827,SEL0285,Electronics,Product_00827,316.8,184,1,2023-04-04
LST00828,SEL0258,Sports,Product_00828,434.08,153,0,2023-04-23
LST00829,SEL0286,Sports,Product_00829,462.93,140,1,2023-06-07
LST00830,SEL0079,Beauty,Product_00830,191.52,99,1,2023-06-26
LST00831,SEL0349,Home & Garden,Product_00831,161.56,183,1,2023-02-25
LST00832,SEL0413,Sports,Product_00832,338.34,183,1,2023-01-03
LST00833,SEL0189,Fashion,Product_00833,87.06,187,1,2023-04-16
LST00834,SEL0201,Beauty,Product_00834,137.74,4,1,2023-04-16
LST00835,SEL0155,Home & Garden,Product_00835,421.18,183,1,2023-05-24
LST00836,SEL0461,Beauty,Product_00836,356.84,14,1,2023-01-30
LST00837,SEL0247,Electronics,Product_00837,333.44,192,1,2023-03-21
LST00838,SEL0334,Home & Garden,Product_00838,460.71,48,1,2023-03-24
LST00839,SEL0388,Electronics,Product_00839,253.99,181,1,2023-06-10
LST00840,SEL0367,Sports,Product_00840,71.83,140,1,2023-04-26
LST00841,SEL0002,Sports,Product_00841,65.22,102,1,2023-01-05
LST00842,SEL0328,Beauty,Product_00842,20.71,43,1,2023-03-26
LST00843,SEL0290,Fashion,Product_00843,240.57,56,1,2023-06-01
LST00844,SEL0355,Fashion,Product_00844,477.38,178,1,2023-05-03
LST00845,SEL0122,Electronics,Product_00845,99.66,198,1,2023-01-27
LST00846,SEL0063,Electronics,Product_00846,250.02,182,1,2023-02-24
LST00847,SEL0198,Fashion,Product_00847,72.53,73,1,2023-06-15
LST00848,SEL0286,Sports,Product_00848,89.73,183,1,2023-03-05
LST00849,SEL0052,Fashion,Product_00849,340.24,161,1,2023-04-18
LST00850,SEL0047,Beauty,Product_00850,93.85,53,1,2023-06-01
LST00851,SEL0297,Beauty,Product_00851,335.93,122,1,2023-05-15
LST00852,SEL0311,Beauty,Product_00852,189.83,185,1,2023-05-21
LST00853,SEL0317,Sports,Product_00853,450.65,198,1,2023-03-21
LST00854,SEL0382,Beauty,Product_00854,234.52,92,1,2023-04-27
LST00855,SEL0100,Electronics,Product_00855,499.94,70,1,2023-02-14
LST00856,SEL0051,Fashion,Product_00856,492.12,190,1,2023-01-15
LST00857,SEL0110,Beauty,Product_00857,90.2,132,1,2023-05-30
LST00858,SEL0466,Home & Garden,Product_00858,283.51,141,1,2023-03-03
LST00859,SEL0039,Electronics,Product_00859,403.34,116,1,2023-04-17
LST00860,SEL0178,Electronics,Product_00860,267.93,134,1,2023-02-07
LST00861,SEL0294,Sports,Product_00861,251.28,67,1,2023-02-24
LST00862,SEL0123,Beauty,Product_00862,79.23,97,1,2023-03-04
LST00863,SEL0100,Electronics,Product_00863,103.26,7,1,2023-03-11
LST00864,SEL0090,Electronics,Product_00864,47.26,38,1,2023-03-22
LST00865,SEL0353,Sports,Product_00865,429.01,9,0,2023-04-18
LST00866,SEL0277,Beauty,Product_00866,255.01,180,0,2023-03-19
LST00867,SEL0094,Electronics,Product_00867,265.83,63,1,2023-06-19
LST00868,SEL0493,Home & Garden,Product_00868,250.21,153,1,2023-02-11
LST00869,SEL0442,Home & Garden,Product_00869,45.56,48,0,2023-06-06
LST00870,SEL0188,Sports,Product_00870,451.5,105,1,2023-06-05
LST00871,SEL0031,Sports,Product_00871,473.74,140,1,2023-02-03
LST00872,SEL0010,Sports,Product_00872,88.69,101,1,2023-01-05
LST00873,SEL0338,Home & Garden,Product_00873,132.01,154,0,2023-01-16
LST00874,SEL0358,Home & Garden,Product_00874,77.23,22,1,2023-02-20
LST00875,SEL0316,Beauty,Product_00875,299.87,1,1,2023-03-26
LST00876,SEL0013,Sports,Product_00876,116.4,176,1,2023-01-31
LST00877,SEL0154,Electronics,Product_00877,63.53,85,1,2023-05-21
LST00878,SEL0074,Electronics,Product_00878,388.92,195,0,2023-06-09
LST00879,SEL0073,Home & Garden,Product_00879,257.23,133,1,2023-03-21
LST00880,SEL0350,Sports,Product_00880,118.21,1,1,2023-03-13
LST00881,SEL0480,Fashion,Product_00881,387.09,120,1,2023-02-27
LST00882,SEL0135,Home & Garden,Product_00882,411.39,81,1,2023-03-24
LST00883,SEL0310,Electronics,Product_00883,235.67,121,1,2023-04-08
LST00884,SEL0338,Home & Garden,Product_00884,35.32,108,1,2023-03-17
LST00885,SEL0300,Fashion,Product_00885,134.45,126,1,2023-02-26
LST00886,SEL0113,Sports,Product_00886,364.7,156,1,2023-03-01
LST00887,SEL0095,Fashion,Product_00887,308.04,27,1,2023-01-26
LST00888,SEL0328,Beauty,Product_00888,416.11,80,1,2023-03-11
LST00889,SEL0347,Fashion,Product_00889,224.34,85,1,2023-06-05
LST00890,SEL0407,Beauty,Product_00890,445.1,59,1,2023-06-14
LST00891,SEL0381,Beauty,Product_00891,77.9,23,1,2023-05-15
LST00892,SEL0117,Fashion,Product_00892,369.59,104,1,2023-04-14
LST00893,SEL0208,Electronics,Product_00893,283.19,168,1,2023-04-28
LST00894,SEL0491,Fashion,Product_00894,14.11,33,1,2023-04-20
LST00895,SEL0402,Sports,Product_00895,121.65,195,1,2023-04-07
LST00896,SEL0284,Electronics,Product_00896,162.01,41,1,2023-03-18
LST00897,SEL0154,Electronics,Product_00897,195.21,190,1,2023-01-23
LST00898,SEL0421,Home & Garden,Product_00898,471.66,25,1,2023-01-18
LST00899,SEL0057,Home & Garden,Product_00899,152.5,38,1,2023-01-24
LST00900,SEL0349,Home & Garden,Product_00900,417.65,74,0,2023-04-04
LST00901,SEL0017,Electronics,Product_00901,412.91,49,1,2023-02-03
LST00902,SEL0281,Beauty,Product_00902,62.66,17,1,2023-04-19
LST00903,SEL0086,Sports,Product_00903,116.66,26,1,2023-06-16
LST00904,SEL0257,Sports,Product_00904,303.54,27,0,2023-01-08
LST00905,SEL0437,Home & Garden,Product_00905,243.12,191,1,2023-05-29
LST00906,SEL0331,Electronics,Product_00906,127.32,115,1,2023-04-09
LST00907,SEL0267,Electronics,Product_00907,379.24,30,1,2023-06-24
LST00908,SEL0464,Home & Garden,Product_00908,473.87,142,1,2023-06-22
LST00909,SEL0165,Home & Garden,Product_00909,139.2,30,1,2023-01-24
LST00910,SEL0421,Home & Garden,Product_00910,122.33,89,0,2023-06-06
LST00911,SEL0280,Home & Garden,Product_00911,308.5,144,0,2023-05-26
LST00912,SEL0440,Home & Garden,Product_00912,440.12,28,1,2023-03-01
LST00913,SEL0146,Home & Garden,Product_00913,108.84,23,1,2023-04-04
LST00914,SEL0124,Electronics,Product_00914,137.34,23,0,2023-05-16
LST00915,SEL0422,Beauty,Product_00915,371.25,69,1,2023-03-03
LST00916,SEL0435,Fashion,Product_00916,107.59,151,1,2023-06-22
LST00917,SEL0281,Beauty,Product_00917,236.72,32,1,2023-05-07
LST00918,SEL0016,Fashion,Product_00918,442.55,17,1,2023-03-08
LST00919,SEL0481,Sports,Product_00919,107.9,33,1,2023-06-14
LST00920,SEL0244,Electronics,Product_00920,311.31,118,1,2023-02-16
LST00921,SEL0095,Fashion,Product_00921,120.69,6,1,2023-03-24
LST00922,SEL0150,Fashion,Product_00922,71.51,60,1,2023-05-19
LST00923,SEL0449,Home & Garden,Product_00923,134.52,7,1,2023-06-27
LST00924,SEL0061,Fashion,Product_00924,345.97,200,1,2023-04-19
LST00925,SEL0399,Beauty,Product_00925,184.69,162,1,2023-03-02
LST00926,SEL0224,Home & Garden,Product_00926,19.52,62,1,2023-06-07
LST00927,SEL0441,Home & Garden,Product_00927,384.38,90,1,2023-06-04
LST00928,SEL0483,Sports,Product_00928,413.36,197,0,2023-06-26
LST00929,SEL0130,Electronics,Product_00929,66.71,89,1,2023-03-28
LST00930,SEL0388,Electronics,Product_00930,139.71,156,1,2023-04-19
LST00931,SEL0200,Beauty,Product_00931,109.64,61,1,2023-03-04
LST00932,SEL0358,Home & Garden,Product_00932,267.21,37,1,2023-01-15
LST00933,SEL0411,Fashion,Product_00933,260.0,9,0,2023-02-19
LST00934,SEL0286,Sports,Product_00934,23.73,15,1,2023-05-29
LST00935,SEL0458,Electronics,Product_00935,419.91,161,1,2023-05-24
LST00936,SEL0162,Home & Garden,Product_00936,487.68,129,0,2023-05-21
LST00937,SEL0281,Beauty,Product_00937,444.59,81,1,2023-01-07
LST00938,SEL0471,Electronics,Product_00938,335.18,22,1,2023-02-28
LST00939,SEL0265,Home & Garden,Product_00939,372.04,110,0,2023-02-17
LST00940,SEL0031,Sports,Product_00940,438.92,82,1,2023-03-31
LST00941,SEL0101,Electronics,Product_00941,280.9,95,1,2023-01-03
LST00942,SEL0458,Electronics,Product_00942,360.61,66,1,2023-03-21
LST00943,SEL0306,Beauty,Product_00943,119.23,177,0,2023-05-16
LST00944,SEL0066,Fashion,Product_00944,340.67,78,1,2023-05-23
LST00945,SEL0357,Sports,Product_00945,309.83,141,1,2023-06-05
LST00946,SEL0075,Sports,Product_00946,85.98,190,1,2023-02-12
LST00947,SEL0013,Sports,Product_00947,460.66,26,1,2023-01-23
LST00948,SEL0036,Home & Garden,Product_00948,439.2,51,1,2023-01-04
LST00949,SEL0380,Beauty,Product_00949,372.86,95,1,2023-02-08
LST00950,SEL0343,Beauty,Product_00950,204.96,3,0,2023-06-25
LST00951,SEL0025,Home & Garden,Product_00951,306.14,48,1,2023-04-19
LST00952,SEL0373,Electronics,Product_00952,457.23,135,1,2023-04-03
LST00953,SEL0415,Sports,Product_00953,483.3,187,1,2023-03-02
LST00954,SEL0261,Home & Garden,Product_00954,140.6,89,1,2023-04-16
LST00955,SEL0484,Sports,Product_00955,290.86,78,1,2023-02-01
LST00956,SEL0358,Home & Garden,Product_00956,168.83,7,1,2023-05-10
LST00957,SEL0159,Electronics,Product_00957,171.53,27,1,2023-05-05
LST00958,SEL0388,Electronics,Product_00958,485.96,31,1,2023-06-16
LST00959,SEL0266,Electronics,Product_00959,222.27,91,1,2023-05-08
LST00960,SEL0416,Fashion,Product_00960,469.13,131,1,2023-04-28
LST00961,SEL0440,Home & Garden,Product_00961,95.11,116,0,2023-02-19
LST00962,SEL0470,Fashion,Product_00962,375.16,144,1,2023-05-07
LST00963,SEL0069,Beauty,Product_00963,67.85,55,0,2023-04-17
LST00964,SEL0320,Fashion,Product_00964,29.11,130,1,2023-02-10
LST00965,SEL0486,Electronics,Product_00965,365.52,26,1,2023-02-25
LST00966,SEL0303,Home & Garden,Product_00966,369.96,32,0,2023-06-21
LST00967,SEL0457,Electronics,Product_00967,151.99,106,1,2023-01-24
LST00968,SEL0010,Sports,Product_00968,47.09,182,1,2023-03-09
LST00969,SEL0348,Home & Garden,Product_00969,216.14,150,1,2023-05-29
LST00970,SEL0337,Beauty,Product_00970,308.58,17,1,2023-05-13
LST00971,SEL0196,Fashion,Product_00971,360.77,61,1,2023-03-05
LST00972,SEL0069,Beauty,Product_00972,435.1,81,1,2023-02-27
LST00973,SEL0317,Sports,Product_00973,221.38,178,0,2023-01-13
LST00974,SEL0411,Fashion,Product_00974,113.81,36,1,2023-05-26
LST00975,SEL0045,Fashion,Product_00975,315.62,189,1,2023-02-07
LST00976,SEL0226,Home & Garden,Product_00976,168.04,153,1,2023-03-16
LST00977,SEL0312,Electronics,Product_00977,312.03,125,1,2023-05-29
LST00978,SEL0040,Sports,Product_00978,429.31,116,0,2023-06-21
LST00979,SEL0160,Electronics,Product_00979,462.09,175,1,2023-01-11
LST00980,SEL0385,Fashion,Product_00980,332.68,46,1,2023-01-29
LST00981,SEL0463,Home & Garden,Product_00981,444.08,147,0,2023-06-03
LST00982,SEL0365,Sports,Product_00982,320.64,198,1,2023-02-20
LST00983,SEL0463,Home & Garden,Product_00983,56.25,152,1,2023-04-07
LST00984,SEL0128,Electronics,Product_00984,13.94,8,1,2023-01-07
LST00985,SEL0202,Beauty,Product_00985,365.26,198,1,2023-03-10
LST00986,SEL0065,Fashion,Product_00986,29.48,33,1,2023-05-31
LST00987,SEL0253,Electronics,Product_00987,272.64,91,1,2023-01-11
LST00988,SEL0364,Electronics,Product_00988,382.8,94,1,2023-02-01
LST00989,SEL0015,Sports,Product_00989,238.35,121,0,2023-02-11
LST00990,SEL0149,Home & Garden,Product_00990,438.66,106,1,2023-06-21
LST00991,SEL0138,Beauty,Product_00991,61.52,153,1,2023-06-22
LST00992,SEL0131,Home & Garden,Product_00992,343.98,59,0,2023-01-27
LST00993,SEL0310,Electronics,Product_00993,216.34,56,1,2023-03-26
LST00994,SEL0104,Beauty,Product_00994,417.37,190,1,2023-06-24
LST00995,SEL0002,Sports,Product_00995,419.67,106,1,2023-04-11
LST00996,SEL0319,Home & Garden,Product_00996,147.85,174,1,2023-05-24
LST00997,SEL0036,Home & Garden,Product_00997,354.04,180,1,2023-02-08
LST00998,SEL0245,Beauty,Product_00998,322.84,104,1,2023-01-30
LST00999,SEL0176,Sports,Product_00999,391.76,157,1,2023-01-16
LST01000,SEL0362,Beauty,Product_01000,339.13,123,1,2023-04-15
LST01001,SEL0286,Sports,Product_01001,329.5,158,1,2023-04-28
LST01002,SEL0405,Home & Garden,Product_01002,74.46,102,1,2023-01-11
LST01003,SEL0138,Beauty,Product_01003,433.42,170,1,2023-01-04
LST01004,SEL0288,Beauty,Product_01004,353.86,50,1,2023-05-21
LST01005,SEL0213,Beauty,Product_01005,45.6,53,1,2023-05-07
LST01006,SEL0238,Fashion,Product_01006,386.03,199,0,2023-04-28
LST01007,SEL0333,Electronics,Product_01007,363.75,11,1,2023-06-05
LST01008,SEL0068,Beauty,Product_01008,306.12,123,1,2023-04-07
LST01009,SEL0166,Beauty,Product_01009,328.78,14,1,2023-01-25
LST01010,SEL0118,Electronics,Product_01010,484.96,197,1,2023-05-06
LST01011,SEL0256,Beauty,Product_01011,413.97,128,1,2023-02-19
LST01012,SEL0280,Home & Garden,Product_01012,292.95,166,1,2023-05-20
LST01013,SEL0129,Sports,Product_01013,31.15,22,0,2023-05-20
LST01014,SEL0375,Fashion,Product_01014,437.74,154,1,2023-02-04
LST01015,SEL0409,Beauty,Product_01015,155.81,119,0,2023-06-08
LST01016,SEL0304,Fashion,Product_01016,278.43,199,1,2023-05-08
LST01017,SEL0410,Fashion,Product_01017,356.18,139,1,2023-03-01
LST01018,SEL0311,Beauty,Product_01018,30.11,55,1,2023-06-30
LST01019,SEL0416,Fashion,Product_01019,366.56,119,1,2023-03-01
LST01020,SEL0297,Beauty,Product_01020,258.52,154,1,2023-03-04
LST01021,SEL0042,Electronics,Product_01021,141.45,181,1,2023-02-25
LST01022,SEL0049,Sports,Product_01022,149.41,51,1,2023-01-11
LST01023,SEL0268,Home & Garden,Product_01023,141.63,168,1,2023-01-07
LST01024,SEL0372,Sports,Product_01024,31.58,186,0,2023-05-10
LST01025,SEL0360,Electronics,Product_01025,305.06,7,1,2023-04-27
LST01026,SEL0469,Fashion,Product_01026,193.63,147,1,2023-03-19
LST01027,SEL0442,Home & Garden,Product_01027,319.37,132,1,2023-04-03
LST01028,SEL0060,Beauty,Product_01028,77.26,73,0,2023-03-02
LST01029,SEL0416,Fashion,Product_01029,250.27,38,1,2023-06-09
LST01030,SEL0051,Fashion,Product_01030,315.48,71,1,2023-03-10
LST01031,SEL0279,Fashion,Product_01031,135.45,175,1,2023-01-14
LST01032,SEL0134,Electronics,Product_01032,234.48,77,1,2023-01-21
LST01033,SEL0037,Fashion,Product_01033,184.28,184,1,2023-02-05
LST01034,SEL0277,Beauty,Product_01034,388.14,98,1,2023-02-21
LST01035,SEL0315,Electronics,Product_01035,432.88,76,0,2023-04-17
LST01036,SEL0414,Sports,Product_01036,463.94,21,1,2023-02-09
LST01037,SEL0170,Home & Garden,Product_01037,299.02,52,1,2023-03-28
LST01038,SEL0074,Electronics,Product_01038,307.48,155,1,2023-03-18
LST01039,SEL0354,Fashion,Product_01039,49.35,51,1,2023-01-05
LST01040,SEL0472,Sports,Product_01040,415.94,50,1,2023-06-30
LST01041,SEL0110,Beauty,Product_01041,443.62,170,1,2023-02-24
LST01042,SEL0101,Electronics,Product_01042,353.86,44,1,2023-01-20
LST01043,SEL0411,Fashion,Product_01043,201.18,113,1,2023-01-03
LST01044,SEL0085,Beauty,Product_01044,270.19,171,1,2023-04-19
LST01045,SEL0008,Fashion,Product_01045,203.39,111,1,2023-06-08
LST01046,SEL0153,Electronics,Product_01046,366.5,13,1,2023-02-03
LST01047,SEL0117,Fashion,Product_01047,459.42,101,1,2023-04-22
LST01048,SEL0128,Electronics,Product_01048,427.48,100,1,2023-02-21
LST01049,SEL0349,Home & Garden,Product_01049,273.06,174,1,2023-05-18
LST01050,SEL0313,Home & Garden,Product_01050,151.55,196,1,2023-01-19
LST01051,SEL0180,Sports,Product_01051,135.74,147,1,2023-02-09
LST01052,SEL0194,Fashion,Product_01052,130.41,62,0,2023-01-27
LST01053,SEL0099,Home & Garden,Product_01053,301.13,6,0,2023-03-27
LST01054,SEL0185,Electronics,Product_01054,321.95,32,1,2023-02-12
LST01055,SEL0342,Electronics,Product_01055,338.83,101,1,2023-04-29
LST01056,SEL0469,Fashion,Product_01056,457.6,52,1,2023-06-09
LST01057,SEL0317,Sports,Product_01057,419.44,173,1,2023-04-10
LST01058,SEL0295,Beauty,Product_01058,219.72,165,1,2023-04-18
LST01059,SEL0099,Home & Garden,Product_01059,5.43,119,1,2023-02-19
LST01060,SEL0083,Home & Garden,Product_01060,312.08,14,1,2023-05-24
LST01061,SEL0377,Sports,Product_01061,194.89,27,1,2023-02-07
LST01062,SEL0452,Fashion,Product_01062,327.41,185,0,2023-01-30
LST01063,SEL0375,Fashion,Product_01063,277.38,138,1,2023-04-27
LST01064,SEL0481,Sports,Product_01064,454.06,160,0,2023-01-17
LST01065,SEL0292,Beauty,Product_01065,444.2,185,1,2023-05-13
LST01066,SEL0083,Home & Garden,Product_01066,58.33,96,1,2023-04-27
LST01067,SEL0265,Home & Garden,Product_01067,473.04,182,0,2023-02-17
LST01068,SEL0485,Home & Garden,Product_01068,82.15,69,1,2023-06-27
LST01069,SEL0446,Electronics,Product_01069,486.84,75,1,2023-06-11
LST01070,SEL0439,Home & Garden,Product_01070,438.32,93,0,2023-05-10
LST01071,SEL0011,Fashion,Product_01071,476.34,59,0,2023-01-16
LST01072,SEL0455,Sports,Product_01072,396.79,60,1,2023-06-26
