session_id,user_id,listing_id,seller_id,session_date,device,country,page_views,session_dur_sec,bounced
SS004574,U04404,LST00320,SEL0077,2023-08-13,iOS,PL,2,422,0
SS004575,U03038,LST02789,SEL0438,2023-06-24,Android,DE,8,205,0
SS004576,U04610,LST00777,SEL0333,2023-06-24,Android,PL,1,687,0
SS004577,U00443,LST01955,SEL0073,2023-07-29,iOS,DE,9,211,1
SS004578,U03687,LST02288,SEL0451,2023-07-08,Android,CZ,1,696,0
SS004579,U04269,LST01284,SEL0059,2023-07-26,Android,SK,4,795,1
SS004580,U02638,LST00371,SEL0181,2023-06-11,iOS,DE,3,525,0
SS004581,U03801,LST02155,SEL0035,2023-06-19,iOS,DE,7,210,0
SS004582,U02884,LST02766,SEL0061,2023-07-06,Android,PL,4,112,1
SS004583,U04260,LST00562,SEL0182,2023-07-14,Android,DE,4,327,0
SS004584,U00452,LST02804,SEL0067,2023-08-16,Android,SK,5,270,1
SS004585,U03786,LST02225,SEL0260,2023-08-12,Android,PL,10,404,0
SS004586,U02177,LST02835,SEL0133,2023-08-15,iOS,DE,9,244,0
SS004587,U04301,LST01445,SEL0270,2023-08-24,Android,RO,12,174,1
SS004588,U02034,LST01286,SEL0350,2023-08-19,Android,DE,8,648,0
SS004589,U02294,LST01287,SEL0130,2023-07-11,Android,SK,7,729,0
SS004590,U03349,LST01035,SEL0315,2023-06-06,Android,SK,10,741,0
SS004591,U03619,LST02083,SEL0288,2023-07-11,iOS,DE,7,866,0
SS004592,U03739,LST01088,SEL0281,2023-06-17,iOS,PL,5,708,0
SS004593,U00313,LST02453,SEL0023,2023-06-14,iOS,DE,1,558,1
SS004594,U00588,LST01998,SEL0377,2023-07-03,iOS,DE,11,216,0
SS004595,U00586,LST00120,SEL0330,2023-08-18,iOS,DE,1,723,0
SS004596,U04295,LST02175,SEL0003,2023-08-28,Android,RO,2,47,1
SS004597,U02357,LST01673,SEL0106,2023-07-22,iOS,DE,2,279,0
SS004598,U01954,LST01356,SEL0081,2023-08-15,Android,DE,7,697,0
SS004599,U02328,LST00227,SEL0053,2023-06-28,Android,PL,4,19,1
SS004600,U01800,LST01790,SEL0038,2023-08-16,Android,PL,8,535,1
SS004601,U04002,LST00311,SEL0093,2023-07-14,iOS,DE,1,291,0
SS004602,U00907,LST00958,SEL0388,2023-07-31,Android,PL,10,194,0
SS004603,U01504,LST00242,SEL0143,2023-06-28,Android,CZ,9,31,0
SS004604,U00716,LST02318,SEL0306,2023-08-03,Android,CZ,3,228,0
SS004605,U00526,LST00661,SEL0390,2023-06-15,iOS,CZ,12,269,0
SS004606,U02947,LST01050,SEL0313,2023-06-14,Android,DE,7,755,1
SS004607,U00820,LST02917,SEL0146,2023-06-26,Android,PL,10,756,0
SS004608,U01903,LST00931,SEL0200,2023-06-19,Android,DE,1,161,0
SS004609,U04657,LST00656,SEL0038,2023-07-05,Android,CZ,12,465,0
SS004610,U00513,LST00113,SEL0283,2023-06-12,Android,PL,3,216,1
SS004611,U00256,LST01327,SEL0236,2023-06-02,iOS,PL,4,557,0
SS004612,U02454,LST00351,SEL0117,2023-07-05,iOS,DE,4,544,0
SS004613,U02174,LST01116,SEL0063,2023-08-03,iOS,PL,12,507,0
SS004614,U02490,LST02088,SEL0161,2023-08-13,iOS,DE,11,279,0
SS004615,U04137,LST01306,SEL0051,2023-08-11,iOS,DE,3,286,1
SS004616,U03518,LST01566,SEL0202,2023-07-21,Android,DE,9,210,0
SS004617,U00341,LST00401,SEL0267,2023-06-21,Android,DE,12,560,0
SS004618,U00734,LST00920,SEL0244,2023-07-15,iOS,SK,7,236,1
SS004619,U03593,LST01004,SEL0288,2023-06-07,Android,DE,12,774,1
SS004620,U04322,LST01980,SEL0136,2023-06-30,Android,SK,4,819,0
SS004621,U00495,LST02244,SEL0408,2023-07-02,Android,RO,3,286,1
SS004622,U01560,LST01598,SEL0252,2023-07-19,iOS,CZ,9,441,0
SS004623,U02660,LST01828,SEL0334,2023-06-19,Android,CZ,12,530,0
SS004624,U03627,LST01521,SEL0315,2023-06-04,Android,PL,10,805,0
SS004625,U01288,LST01076,SEL0230,2023-08-18,Android,PL,6,835,0
SS004626,U04533,LST00485,SEL0139,2023-06-03,iOS,CZ,5,266,0
SS004627,U03904,LST00810,SEL0265,2023-07-19,Android,CZ,9,577,0
SS004628,U04022,LST00196,SEL0059,2023-07-22,iOS,PL,6,861,0
SS004629,U03531,LST01760,SEL0099,2023-08-23,Android,DE,8,845,0
SS004630,U01670,LST02078,SEL0037,2023-07-21,iOS,DE,11,441,0
SS004631,U02219,LST01534,SEL0351,2023-07-25,iOS,CZ,10,319,0
SS004632,U01173,LST00582,SEL0272,2023-08-17,iOS,RO,4,415,0
SS004633,U01881,LST00413,SEL0348,2023-06-08,Android,DE,1,424,0
SS004634,U01835,LST00095,SEL0043,2023-08-24,Android,DE,12,21,1
SS004635,U03764,LST01397,SEL0053,2023-06-14,Android,DE,1,64,0
SS004636,U03721,LST02594,SEL0471,2023-07-01,Android,DE,2,552,1
SS004637,U00924,LST02817,SEL0198,2023-07-31,Android,CZ,3,206,1
SS004638,U03137,LST02057,SEL0321,2023-08-29,Android,CZ,2,816,0
SS004639,U00751,LST00655,SEL0124,2023-08-15,Android,DE,4,491,0
SS004640,U02380,LST02550,SEL0378,2023-06-24,iOS,CZ,9,738,0
SS004641,U00856,LST01477,SEL0010,2023-07-27,Android,DE,1,205,0
SS004642,U00435,LST01203,SEL0160,2023-07-04,iOS,CZ,11,805,1
SS004643,U04826,LST00250,SEL0099,2023-06-21,Android,DE,9,722,0
SS004644,U04725,LST00201,SEL0481,2023-08-27,Android,DE,1,618,0
SS004645,U01993,LST00215,SEL0181,2023-06-06,iOS,PL,7,886,0
SS004646,U03908,LST00637,SEL0179,2023-06-06,iOS,RO,2,75,1
SS004647,U00284,LST02699,SEL0131,2023-07-12,iOS,SK,6,79,1
SS004648,U02766,LST01087,SEL0283,2023-06-19,iOS,DE,3,335,0
SS004649,U03326,LST02740,SEL0110,2023-07-22,Android,DE,3,587,1
SS004650,U00421,LST01642,SEL0132,2023-07-27,Android,PL,10,464,0
SS004651,U02651,LST00775,SEL0324,2023-07-27,iOS,PL,10,879,0
SS004652,U00732,LST02953,SEL0363,2023-07-23,Android,DE,11,233,0
SS004653,U00421,LST01087,SEL0283,2023-07-04,Android,PL,6,150,0
SS004654,U01229,LST02920,SEL0204,2023-08-08,Android,CZ,4,454,1
SS004655,U03455,LST01381,SEL0417,2023-08-07,Android,DE,11,883,1
SS004656,U01756,LST00171,SEL0117,2023-08-29,iOS,PL,2,673,0
SS004657,U03630,LST00897,SEL0154,2023-07-14,Android,PL,8,432,0
SS004658,U01377,LST02471,SEL0400,2023-06-02,iOS,DE,5,811,0
SS004659,U00383,LST00690,SEL0341,2023-08-17,Android,PL,4,720,1
SS004660,U01868,LST02544,SEL0332,2023-07-31,Android,PL,12,201,0
SS004661,U01021,LST01760,SEL0099,2023-06-18,iOS,DE,7,41,1
SS004662,U02771,LST01301,SEL0488,2023-08-17,Android,RO,1,705,0
SS004663,U04156,LST02635,SEL0020,2023-06-11,Android,SK,3,113,0
SS004664,U00735,LST01318,SEL0024,2023-07-18,iOS,DE,4,171,0
SS004665,U01967,LST00582,SEL0272,2023-06-28,iOS,SK,1,358,0
SS004666,U04670,LST02106,SEL0446,2023-07-24,Android,DE,9,438,0
SS004667,U04503,LST00357,SEL0244,2023-07-19,iOS,DE,5,543,1
SS004668,U00745,LST00827,SEL0285,2023-07-08,iOS,DE,5,365,0
SS004669,U00853,LST00904,SEL0257,2023-08-13,Android,CZ,11,645,0
SS004670,U04580,LST00874,SEL0358,2023-07-02,Android,PL,7,622,0
SS004671,U04941,LST00934,SEL0286,2023-08-06,Android,DE,10,709,0
SS004672,U02598,LST00273,SEL0186,2023-08-10,iOS,PL,3,266,0
SS004673,U04517,LST00418,SEL0138,2023-07-11,iOS,CZ,9,779,0
SS004674,U01931,LST01146,SEL0151,2023-07-15,iOS,DE,2,704,1
SS004675,U01069,LST00968,SEL0010,2023-06-27,iOS,PL,3,511,1
SS004676,U03389,LST00428,SEL0019,2023-08-26,iOS,DE,4,551,0
SS004677,U03786,LST02848,SEL0494,2023-06-09,Android,SK,9,490,0
SS004678,U00361,LST01911,SEL0381,2023-08-01,iOS,DE,5,681,1
SS004679,U03770,LST00049,SEL0023,2023-07-26,iOS,SK,8,629,1
SS004680,U01353,LST02608,SEL0498,2023-07-20,iOS,PL,3,636,1
SS004681,U03192,LST00100,SEL0420,2023-07-24,Android,SK,4,208,0
SS004682,U01176,LST02023,SEL0292,2023-06-22,iOS,PL,4,883,0
SS004683,U04023,LST01931,SEL0224,2023-07-25,Android,DE,5,617,0
SS004684,U00217,LST00041,SEL0246,2023-07-15,Android,RO,10,489,0
SS004685,U02812,LST00077,SEL0184,2023-07-22,Android,DE,7,213,1
SS004686,U02795,LST02565,SEL0370,2023-07-16,Android,DE,2,531,0
SS004687,U00714,LST00416,SEL0042,2023-08-18,Android,DE,12,737,0
SS004688,U01370,LST02086,SEL0062,2023-06-12,iOS,PL,4,305,0
SS004689,U01503,LST01986,SEL0202,2023-06-01,Android,SK,4,894,0
SS004690,U02640,LST01442,SEL0443,2023-08-26,Android,RO,1,150,0
SS004691,U02355,LST00191,SEL0148,2023-07-13,Android,CZ,3,238,1
SS004692,U04076,LST00747,SEL0090,2023-08-01,Android,DE,9,345,0
SS004693,U02896,LST00802,SEL0142,2023-06-15,iOS,CZ,7,605,1
SS004694,U04976,LST00746,SEL0298,2023-08-13,Android,DE,9,662,0
SS004695,U02862,LST00119,SEL0142,2023-08-27,iOS,DE,12,729,1
SS004696,U02472,LST01009,SEL0166,2023-06-05,Android,CZ,2,64,1
SS004697,U02915,LST00239,SEL0356,2023-06-28,iOS,SK,11,643,0
SS004698,U00513,LST00731,SEL0161,2023-08-11,Android,PL,11,283,0
SS004699,U02308,LST01406,SEL0406,2023-08-25,Android,SK,6,595,0
SS004700,U03617,LST02283,SEL0193,2023-07-19,iOS,CZ,10,465,1
SS004701,U00462,LST01608,SEL0313,2023-08-06,iOS,RO,3,765,0
SS004702,U02585,LST00185,SEL0185,2023-06-05,Android,CZ,11,864,0
SS004703,U00836,LST02329,SEL0150,2023-07-05,iOS,SK,8,612,0
SS004704,U02450,LST02528,SEL0048,2023-06-01,Android,DE,5,313,0
SS004705,U03925,LST01532,SEL0454,2023-06-26,Android,DE,9,226,0
SS004706,U00793,LST01723,SEL0136,2023-08-18,Android,RO,1,844,0
SS004707,U02135,LST00394,SEL0120,2023-06-10,Android,RO,10,882,1
SS004708,U00045,LST02110,SEL0347,2023-06-30,Android,CZ,3,379,0
SS004709,U04982,LST02204,SEL0214,2023-07-16,Android,RO,3,605,1
SS004710,U00093,LST02010,SEL0057,2023-06-14,Android,RO,1,894,0
SS004711,U00715,LST00302,SEL0460,2023-07-24,iOS,DE,3,369,0
SS004712,U01179,LST00747,SEL0090,2023-08-11,iOS,PL,3,565,0
SS004713,U03906,LST01020,SEL0297,2023-06-15,Android,DE,5,326,0
SS004714,U03884,LST01032,SEL0134,2023-06-20,Android,PL,7,50,0
SS004715,U03293,LST01632,SEL0121,2023-07-27,Android,RO,2,686,0
SS004716,U04026,LST00550,SEL0244,2023-08-23,Android,PL,7,166,0
SS004717,U04641,LST02411,SEL0409,2023-08-12,Android,PL,1,449,0
SS004718,U00521,LST02085,SEL0125,2023-08-15,Android,DE,7,401,0
SS004719,U01102,LST00702,SEL0108,2023-06-07,Android,DE,5,532,1
SS004720,U01278,LST02905,SEL0180,2023-08-12,iOS,PL,2,653,1
SS004721,U00997,LST02254,SEL0080,2023-06-10,Android,DE,7,552,1
SS004722,U02374,LST00685,SEL0303,2023-08-14,iOS,DE,2,728,0
SS004723,U04623,LST01700,SEL0260,2023-07-25,Android,DE,6,189,0
SS004724,U03865,LST00161,SEL0348,2023-07-31,iOS,PL,4,434,0
SS004725,U02557,LST00134,SEL0189,2023-08-25,iOS,DE,2,358,0
SS004726,U00310,LST01590,SEL0112,2023-08-26,Android,DE,7,606,0
SS004727,U03237,LST02321,SEL0190,2023-08-06,iOS,SK,7,347,1
SS004728,U04770,LST01246,SEL0079,2023-08-05,iOS,CZ,11,427,1
SS004729,U03610,LST00223,SEL0482,2023-08-17,Android,DE,4,113,1
SS004730,U04496,LST02752,SEL0238,2023-08-19,Android,DE,4,556,1
SS004731,U01047,LST00119,SEL0142,2023-06-21,Android,CZ,8,640,0
SS004732,U01483,LST00078,SEL0473,2023-07-09,Android,DE,11,605,1
SS004733,U03147,LST02759,SEL0380,2023-06-11,Android,CZ,12,677,0
SS004734,U02374,LST02727,SEL0435,2023-08-11,Android,PL,12,879,1
SS004735,U01421,LST02892,SEL0253,2023-07-28,iOS,DE,3,845,0
SS004736,U01479,LST02680,SEL0337,2023-06-20,iOS,PL,8,193,0
SS004737,U01787,LST01291,SEL0123,2023-06-18,iOS,SK,7,176,1
SS004738,U00478,LST02006,SEL0226,2023-08-28,Android,DE,3,631,0
SS004739,U04212,LST02559,SEL0343,2023-07-06,Android,CZ,3,299,0
SS004740,U03298,LST01638,SEL0431,2023-08-14,Android,CZ,12,271,0
SS004741,U00249,LST00070,SEL0407,2023-08-19,Android,DE,10,173,1
SS004742,U01710,LST02721,SEL0034,2023-08-21,iOS,CZ,12,628,1
SS004743,U00664,LST01150,SEL0069,2023-06-07,Android,PL,10,182,0
SS004744,U02349,LST02143,SEL0128,2023-06-27,Android,RO,9,425,1
SS004745,U02582,LST02811,SEL0425,2023-06-21,iOS,DE,10,534,0
SS004746,U00958,LST00721,SEL0367,2023-06-17,Android,DE,9,829,1
SS004747,U04446,LST01831,SEL0045,2023-07-25,iOS,PL,4,239,1
SS004748,U04985,LST00832,SEL0413,2023-06-20,Android,DE,7,505,0
SS004749,U04898,LST00892,SEL0117,2023-06-10,iOS,CZ,7,142,0
SS004750,U04450,LST00841,SEL0002,2023-08-07,Android,DE,5,360,1
SS004751,U04831,LST00654,SEL0208,2023-07-26,iOS,SK,5,675,1
SS004752,U03430,LST00498,SEL0050,2023-07-12,iOS,PL,9,705,0
SS004753,U02774,LST01707,SEL0319,2023-08-13,iOS,SK,1,325,0
SS004754,U00816,LST01548,SEL0492,2023-08-04,Android,DE,5,197,0
SS004755,U00952,LST02593,SEL0084,2023-08-08,Android,DE,12,494,1
SS004756,U04828,LST01063,SEL0375,2023-06-05,Android,DE,9,125,1
SS004757,U02137,LST01561,SEL0225,2023-06-13,Android,SK,4,258,0
SS004758,U04587,LST02786,SEL0300,2023-08-19,Android,PL,11,359,0
SS004759,U03251,LST02592,SEL0095,2023-07-20,iOS,SK,12,597,0
SS004760,U04184,LST02941,SEL0214,2023-07-28,iOS,DE,12,252,1
SS004761,U04629,LST01576,SEL0332,2023-06-10,iOS,CZ,11,46,1
SS004762,U01753,LST00674,SEL0019,2023-07-22,Android,DE,11,296,1
SS004763,U03153,LST02839,SEL0344,2023-08-23,iOS,DE,2,597,0
SS004764,U01142,LST00607,SEL0357,2023-08-01,Android,DE,4,684,0
SS004765,U03975,LST00958,SEL0388,2023-06-03,Android,RO,11,895,0
SS004766,U01383,LST01543,SEL0460,2023-06-06,iOS,PL,1,236,1
SS004767,U04743,LST02863,SEL0376,2023-08-18,iOS,PL,3,548,0
SS004768,U02891,LST01720,SEL0225,2023-06-14,iOS,DE,5,723,1
SS004769,U02396,LST00278,SEL0121,2023-07-25,Android,SK,11,297,0
SS004770,U00858,LST02267,SEL0258,2023-08-17,Android,DE,9,322,0
SS004771,U03210,LST00266,SEL0027,2023-06-10,iOS,PL,7,554,0
SS004772,U02190,LST00235,SEL0081,2023-08-24,Android,DE,2,733,0
SS004773,U04649,LST01239,SEL0317,2023-07-01,Android,CZ,8,461,0
SS004774,U03365,LST01663,SEL0327,2023-08-18,iOS,PL,6,616,1
SS004775,U04462,LST00929,SEL0130,2023-08-06,iOS,PL,6,312,0
SS004776,U03134,LST00821,SEL0156,2023-08-25,iOS,CZ,3,776,0
SS004777,U04270,LST00144,SEL0105,2023-08-01,Android,CZ,10,552,0
SS004778,U03612,LST00076,SEL0183,2023-07-16,iOS,PL,9,581,0
SS004779,U04858,LST01259,SEL0473,2023-08-15,iOS,PL,8,809,1
SS004780,U03549,LST02655,SEL0031,2023-07-24,iOS,DE,9,747,0
SS004781,U04522,LST00646,SEL0225,2023-07-02,Android,DE,10,285,0
SS004782,U03274,LST01361,SEL0286,2023-08-26,Android,DE,9,119,0
SS004783,U02088,LST01231,SEL0444,2023-07-31,Android,PL,6,385,1
SS004784,U04270,LST01807,SEL0471,2023-07-13,Android,RO,3,373,0
SS004785,U03482,LST02860,SEL0031,2023-07-16,iOS,DE,1,358,0
SS004786,U02839,LST01248,SEL0421,2023-07-23,Android,DE,3,377,1
SS004787,U03797,LST02014,SEL0095,2023-07-11,iOS,PL,6,321,0
SS004788,U01352,LST01350,SEL0387,2023-06-28,Android,PL,9,106,1
SS004789,U04759,LST00988,SEL0364,2023-07-16,iOS,DE,9,838,0
SS004790,U03179,LST01840,SEL0269,2023-08-14,Android,CZ,8,396,0
SS004791,U03380,LST00042,SEL0461,2023-07-05,Android,PL,6,321,0
SS004792,U02258,LST01396,SEL0241,2023-06-02,iOS,PL,1,625,1
SS004793,U02142,LST02928,SEL0138,2023-07-08,Android,DE,9,129,0
SS004794,U03302,LST01668,SEL0140,2023-07-26,iOS,RO,7,424,0
SS004795,U02127,LST00832,SEL0413,2023-06-05,Android,SK,4,597,0
SS004796,U00309,LST01580,SEL0417,2023-07-16,Android,DE,9,757,0
SS004797,U02754,LST00670,SEL0280,2023-08-10,Android,SK,12,855,1
SS004798,U00032,LST00307,SEL0468,2023-08-09,Android,DE,3,732,0
SS004799,U01340,LST02770,SEL0308,2023-07-20,Android,PL,8,28,0
SS004800,U00385,LST01268,SEL0147,2023-06-18,iOS,DE,1,39,0
SS004801,U00537,LST00671,SEL0123,2023-07-10,iOS,DE,9,458,0
SS004802,U03597,LST00742,SEL0471,2023-08-10,Android,PL,7,709,0
SS004803,U04467,LST00739,SEL0313,2023-08-12,iOS,PL,10,825,0
SS004804,U01608,LST02004,SEL0066,2023-07-22,iOS,DE,11,361,1
SS004805,U02551,LST02974,SEL0239,2023-06-11,Android,DE,4,751,0
SS004806,U00130,LST00525,SEL0090,2023-06-23,Android,DE,7,516,0
SS004807,U02308,LST00290,SEL0162,2023-06-17,Android,RO,8,489,0
SS004808,U01822,LST00678,SEL0073,2023-06-08,iOS,RO,6,816,1
SS004809,U04135,LST02817,SEL0198,2023-06-10,Android,DE,11,264,0
SS004810,U00288,LST02416,SEL0163,2023-06-09,iOS,DE,3,253,0
SS004811,U00453,LST02768,SEL0136,2023-06-14,iOS,RO,12,567,0
SS004812,U02030,LST01707,SEL0319,2023-08-27,iOS,PL,7,174,1
SS004813,U03278,LST00203,SEL0098,2023-08-06,iOS,PL,11,476,1
SS004814,U02680,LST02051,SEL0303,2023-07-26,iOS,DE,5,670,0
SS004815,U03007,LST02156,SEL0114,2023-06-22,Android,DE,3,540,1
SS004816,U01336,LST01852,SEL0423,2023-07-17,iOS,DE,11,599,0
SS004817,U01767,LST02912,SEL0362,2023-07-27,Android,PL,11,16,0
SS004818,U00270,LST01096,SEL0433,2023-06-17,iOS,DE,6,477,0
SS004819,U01338,LST00332,SEL0034,2023-06-09,Android,DE,11,852,1
SS004820,U04882,LST00455,SEL0083,2023-08-22,Android,SK,4,604,0
SS004821,U00164,LST00041,SEL0246,2023-08-28,Android,DE,4,599,0
SS004822,U00399,LST01342,SEL0049,2023-07-16,Android,RO,2,661,1
SS004823,U04246,LST00740,SEL0002,2023-06-25,iOS,CZ,12,883,0
SS004824,U01961,LST02145,SEL0417,2023-06-26,iOS,DE,12,855,0
SS004825,U03597,LST02282,SEL0361,2023-07-16,Android,PL,9,712,1
SS004826,U01787,LST01663,SEL0327,2023-07-19,Android,CZ,12,499,0
SS004827,U00631,LST00931,SEL0200,2023-07-02,Android,SK,2,40,1
SS004828,U03952,LST00770,SEL0144,2023-07-20,Android,DE,10,736,0
SS004829,U04681,LST01207,SEL0066,2023-08-22,Android,DE,8,858,0
SS004830,U01700,LST00753,SEL0361,2023-07-14,Android,CZ,8,688,0
SS004831,U01395,LST01943,SEL0418,2023-06-14,Android,DE,7,453,1
SS004832,U03520,LST00490,SEL0421,2023-06-07,Android,DE,6,814,0
SS004833,U04462,LST02448,SEL0361,2023-07-29,iOS,PL,6,91,1
SS004834,U01413,LST02209,SEL0267,2023-06-16,iOS,PL,8,453,0
SS004835,U04779,LST01031,SEL0279,2023-07-05,Android,RO,1,810,0
SS004836,U01800,LST00611,SEL0027,2023-08-19,iOS,DE,6,401,1
SS004837,U00870,LST02069,SEL0395,2023-07-15,Android,DE,3,682,0
SS004838,U00200,LST01150,SEL0069,2023-06-26,Android,DE,3,758,0
SS004839,U01811,LST02051,SEL0303,2023-08-22,Android,CZ,7,614,1
SS004840,U03280,LST01577,SEL0114,2023-08-11,iOS,SK,2,364,0
SS004841,U04333,LST02272,SEL0144,2023-08-14,iOS,DE,8,612,0
SS004842,U03231,LST00657,SEL0261,2023-07-27,iOS,PL,7,745,0
SS004843,U02676,LST02705,SEL0104,2023-08-03,iOS,CZ,7,818,0
SS004844,U04990,LST00488,SEL0115,2023-07-25,iOS,DE,11,289,0
SS004845,U03201,LST00155,SEL0340,2023-06-19,Android,PL,11,333,0
SS004846,U01370,LST01922,SEL0172,2023-08-10,Android,RO,9,697,1
SS004847,U02315,LST02017,SEL0207,2023-07-11,Android,PL,10,522,1
SS004848,U03064,LST02976,SEL0376,2023-08-11,Android,DE,7,227,1
SS004849,U03623,LST00068,SEL0449,2023-07-24,iOS,DE,5,335,1
SS004850,U00291,LST02079,SEL0415,2023-08-02,Android,DE,10,21,0
SS004851,U04864,LST02451,SEL0010,2023-07-09,Android,DE,4,486,1
SS004852,U02709,LST01206,SEL0377,2023-06-19,iOS,DE,4,563,0
SS004853,U01642,LST00797,SEL0154,2023-08-17,Android,DE,1,160,0
SS004854,U01618,LST00146,SEL0118,2023-06-26,iOS,CZ,2,722,1
SS004855,U01501,LST01257,SEL0049,2023-08-08,iOS,DE,5,250,1
SS004856,U01043,LST00291,SEL0085,2023-06-10,Android,PL,8,863,0
SS004857,U02055,LST01652,SEL0408,2023-08-22,Android,RO,7,819,0
SS004858,U00828,LST00909,SEL0165,2023-07-06,Android,DE,1,800,1
SS004859,U04464,LST00798,SEL0496,2023-07-12,Android,DE,8,414,1
SS004860,U03962,LST00948,SEL0036,2023-07-18,iOS,PL,7,518,1
SS004861,U03282,LST01261,SEL0201,2023-08-23,iOS,RO,4,885,1
SS004862,U04457,LST01402,SEL0417,2023-08-28,Android,CZ,3,454,0
SS004863,U04636,LST01615,SEL0492,2023-08-27,Android,DE,1,117,1
SS004864,U04681,LST02172,SEL0055,2023-08-21,Android,DE,8,161,1
SS004865,U04425,LST01928,SEL0314,2023-06-08,iOS,DE,5,594,1
SS004866,U01104,LST00518,SEL0109,2023-08-17,Android,PL,10,565,0
SS004867,U03503,LST00045,SEL0379,2023-08-19,Android,DE,1,159,0
SS004868,U02791,LST01776,SEL0194,2023-06-08,iOS,DE,8,734,0
SS004869,U04559,LST01580,SEL0417,2023-08-01,iOS,DE,5,707,1
SS004870,U04923,LST02389,SEL0387,2023-06-07,Android,DE,12,770,1
SS004871,U02080,LST01853,SEL0375,2023-06-26,Android,DE,5,37,0
SS004872,U03262,LST00509,SEL0268,2023-08-18,iOS,CZ,12,117,1
SS004873,U00691,LST01040,SEL0472,2023-06-08,Android,PL,9,143,0
SS004874,U04038,LST01509,SEL0205,2023-07-20,Android,DE,1,288,1
SS004875,U01269,LST01500,SEL0074,2023-07-14,Android,CZ,2,527,0
SS004876,U00054,LST02832,SEL0232,2023-08-16,iOS,DE,3,665,0
SS004877,U04746,LST00197,SEL0185,2023-07-12,iOS,RO,1,772,0
SS004878,U04034,LST00165,SEL0377,2023-06-15,iOS,CZ,4,810,1
SS004879,U03203,LST01807,SEL0471,2023-08-20,iOS,PL,1,321,1
SS004880,U00212,LST00279,SEL0464,2023-06-15,iOS,DE,6,439,0
SS004881,U02611,LST01339,SEL0200,2023-06-17,iOS,DE,7,418,0
SS004882,U03884,LST01084,SEL0057,2023-08-13,Android,DE,3,543,1
SS004883,U00506,LST01361,SEL0286,2023-06-04,iOS,DE,3,158,0
SS004884,U04218,LST00061,SEL0388,2023-08-22,Android,RO,7,425,1
SS004885,U02042,LST01056,SEL0469,2023-07-18,iOS,CZ,5,394,0
SS004886,U01283,LST01615,SEL0492,2023-06-07,Android,PL,12,41,0
SS004887,U03415,LST00295,SEL0365,2023-07-03,Android,DE,3,546,0
SS004888,U02204,LST01890,SEL0165,2023-07-25,iOS,RO,1,748,0
SS004889,U01472,LST00322,SEL0344,2023-07-16,Android,CZ,5,272,0
SS004890,U03969,LST01693,SEL0471,2023-06-30,Android,DE,5,184,0
SS004891,U02769,LST01960,SEL0370,2023-06-22,iOS,RO,1,274,1
SS004892,U01778,LST02300,SEL0102,2023-08-18,iOS,SK,7,519,1
SS004893,U03325,LST01303,SEL0386,2023-08-25,Android,RO,9,791,1
SS004894,U02457,LST00501,SEL0483,2023-06-05,iOS,RO,7,704,0
SS004895,U00335,LST01788,SEL0068,2023-07-17,iOS,DE,12,280,1
SS004896,U01235,LST02403,SEL0175,2023-06-09,Android,CZ,4,642,0
SS004897,U04237,LST02685,SEL0110,2023-08-19,iOS,PL,1,702,0
SS004898,U03634,LST01301,SEL0488,2023-08-19,Android,CZ,10,268,0
SS004899,U00795,LST02979,SEL0137,2023-06-27,Android,PL,9,13,0
SS004900,U01434,LST01923,SEL0056,2023-06-17,Android,CZ,2,482,0
SS004901,U01824,LST02242,SEL0224,2023-06-15,Android,PL,5,163,0
SS004902,U00142,LST02971,SEL0366,2023-08-27,Android,CZ,9,588,0
SS004903,U03504,LST01231,SEL0444,2023-07-24,Android,DE,5,359,0
SS004904,U01072,LST01162,SEL0340,2023-07-05,Android,SK,6,335,1
SS004905,U01240,LST01913,SEL0487,2023-08-16,Android,CZ,6,438,0
SS004906,U02346,LST01348,SEL0451,2023-08-24,iOS,DE,4,154,0
SS004907,U03064,LST02386,SEL0418,2023-08-09,Android,DE,10,546,0
SS004908,U00260,LST00854,SEL0382,2023-06-28,Android,SK,6,13,1
SS004909,U02205,LST01071,SEL0011,2023-08-01,Android,PL,7,405,1
SS004910,U00331,LST00929,SEL0130,2023-07-15,iOS,DE,10,654,0
SS004911,U04823,LST01541,SEL0037,2023-08-24,Android,CZ,12,57,1
SS004912,U04960,LST00532,SEL0327,2023-08-27,Android,PL,7,298,1
SS004913,U04962,LST02780,SEL0500,2023-08-26,iOS,PL,1,658,1
SS004914,U02020,LST01590,SEL0112,2023-06-01,Android,DE,8,434,0
SS004915,U01351,LST01229,SEL0089,2023-07-03,iOS,PL,12,379,1
SS004916,U01925,LST02499,SEL0336,2023-06-21,iOS,DE,11,227,1
SS004917,U01490,LST01965,SEL0291,2023-08-04,Android,PL,4,837,1
SS004918,U01548,LST01291,SEL0123,2023-06-04,Android,PL,5,72,0
SS004919,U02504,LST01375,SEL0421,2023-07-11,iOS,PL,6,142,1
SS004920,U03979,LST00689,SEL0156,2023-07-23,iOS,DE,12,594,1
SS004921,U04968,LST00164,SEL0176,2023-07-25,Android,SK,1,589,1
SS004922,U01389,LST01269,SEL0025,2023-08-18,Android,SK,2,883,1
SS004923,U03082,LST02629,SEL0031,2023-07-16,iOS,DE,11,230,1
SS004924,U01880,LST01287,SEL0130,2023-07-13,Android,RO,1,550,0
SS004925,U01884,LST00012,SEL0177,2023-06-07,Android,CZ,11,224,0
