transaction_id,session_id,seller_id,listing_id,user_id,txn_date,country,device,quantity,unit_price_eur,gmv_eur,is_returned,category
TXN001064,SS001153,SEL0395,LST01782,U01418,2023-06-13,PL,iOS,3,313.74,941.22,0,Fashion
TXN001065,SS016038,SEL0434,LST02924,U01524,2023-08-16,PL,Android,4,442.79,1771.16,0,Electronics
TXN001066,SS002817,SEL0138,LST00694,U00278,2023-06-01,CZ,iOS,4,477.5,1910.0,0,Beauty
TXN001067,SS018136,SEL0372,LST00448,U02255,2023-07-31,DE,iOS,4,123.63,494.52,0,Sports
TXN001068,SS005759,SEL0312,LST00008,U02598,2023-08-27,RO,Android,4,74.19,296.76,0,Electronics
TXN001069,SS019439,SEL0199,LST01335,U00640,2023-06-28,RO,Android,4,468.13,1872.52,0,Home & Garden
TXN001070,SS006320,SEL0291,LST02380,U01921,2023-06-21,PL,Android,2,290.14,580.28,0,Fashion
TXN001071,SS010839,SEL0493,LST01490,U00037,2023-06-13,DE,Android,3,146.15,438.45,0,Home & Garden
TXN001072,SS003633,SEL0234,LST02484,U02422,2023-08-16,DE,iOS,2,157.82,315.64,1,Electronics
TXN001073,SS017535,SEL0075,LST01136,U02544,2023-07-17,PL,Android,3,278.08,834.24,0,Sports
TXN001074,SS004781,SEL0225,LST00646,U04522,2023-07-02,DE,Android,3,291.97,875.91,0,Fashion
TXN001075,SS014103,SEL0167,LST01811,U01658,2023-06-07,PL,iOS,2,443.71,887.42,0,Sports
TXN001076,SS013160,SEL0078,LST01495,U00036,2023-08-27,DE,Android,1,96.43,96.43,1,Sports
TXN001077,SS006086,SEL0265,LST01127,U00051,2023-07-30,DE,Android,3,222.71,668.13,0,Home & Garden
TXN001078,SS001190,SEL0426,LST02232,U02603,2023-07-09,SK,iOS,3,65.49,196.47,0,Sports
TXN001079,SS011582,SEL0369,LST00336,U00794,2023-06-09,SK,Android,4,34.72,138.88,0,Electronics
TXN001080,SS019859,SEL0089,LST00074,U03860,2023-08-27,PL,Android,4,104.14,416.56,1,Beauty
TXN001081,SS001300,SEL0464,LST00279,U03232,2023-06-16,DE,iOS,2,86.78,173.56,0,Home & Garden
TXN001082,SS011190,SEL0342,LST01055,U01340,2023-08-09,SK,Android,4,338.83,1355.32,1,Electronics
TXN001083,SS016109,SEL0446,LST01297,U01491,2023-08-20,PL,Android,2,471.42,942.84,0,Electronics
TXN001084,SS010373,SEL0017,LST02294,U00853,2023-07-30,SK,Android,4,438.06,1752.24,0,Electronics
TXN001085,SS001469,SEL0181,LST01520,U02390,2023-07-13,PL,Android,2,485.09,970.18,0,Home & Garden
TXN001086,SS011892,SEL0263,LST02474,U02273,2023-08-19,DE,iOS,2,324.16,648.32,0,Electronics
TXN001087,SS008806,SEL0051,LST01030,U03560,2023-06-02,PL,Android,1,315.48,315.48,0,Fashion
TXN001088,SS012379,SEL0160,LST00249,U01325,2023-07-13,DE,iOS,4,434.93,1739.72,0,Electronics
TXN001089,SS000496,SEL0141,LST01329,U01280,2023-06-09,CZ,iOS,3,219.23,657.69,0,Fashion
TXN001090,SS004292,SEL0288,LST02664,U04495,2023-07-23,DE,Android,4,369.0,1476.0,0,Beauty
TXN001091,SS013448,SEL0149,LST02361,U02503,2023-07-01,DE,Android,4,278.65,1114.6,0,Home & Garden
TXN001092,SS008627,SEL0110,LST02740,U00231,2023-06-30,PL,iOS,2,284.18,568.36,0,Beauty
TXN001093,SS018375,SEL0125,LST00140,U00390,2023-08-25,PL,Android,1,366.05,366.05,0,Electronics
TXN001094,SS016213,SEL0066,LST01207,U00938,2023-07-06,SK,Android,1,470.69,470.69,0,Fashion
TXN001095,SS014008,SEL0377,LST00667,U02599,2023-07-15,DE,Android,1,393.64,393.64,1,Sports
TXN001096,SS014960,SEL0029,LST00206,U03865,2023-07-03,DE,Android,1,294.63,294.63,0,Fashion
TXN001097,SS010384,SEL0202,LST00727,U03187,2023-08-03,PL,Android,3,15.5,46.5,0,Beauty
TXN001098,SS010393,SEL0266,LST00321,U01913,2023-08-06,SK,Android,4,435.38,1741.52,1,Electronics
TXN001099,SS001903,SEL0282,LST01740,U02203,2023-06-05,CZ,Android,1,90.77,90.77,0,Beauty
TXN001100,SS019595,SEL0279,LST02939,U02883,2023-08-07,DE,iOS,1,70.34,70.34,0,Fashion
TXN001101,SS008562,SEL0057,LST02628,U02066,2023-06-17,DE,Android,4,462.16,1848.64,0,Home & Garden
TXN001102,SS019140,SEL0321,LST02146,U01779,2023-08-27,DE,iOS,3,338.79,1016.37,0,Sports
TXN001103,SS014126,SEL0364,LST01222,U00213,2023-07-22,SK,Android,1,170.48,170.48,0,Electronics
TXN001104,SS016592,SEL0312,LST02948,U01270,2023-06-28,SK,Android,4,88.99,355.96,0,Electronics
TXN001105,SS017228,SEL0292,LST02534,U03755,2023-06-05,DE,Android,4,150.66,602.64,0,Beauty
TXN001106,SS004139,SEL0129,LST00027,U00033,2023-06-29,DE,Android,2,152.54,305.08,0,Sports
TXN001107,SS001123,SEL0100,LST00358,U00479,2023-08-06,RO,Android,3,447.64,1342.92,0,Electronics
TXN001108,SS013976,SEL0475,LST02838,U00209,2023-06-05,SK,Android,4,452.67,1810.68,1,Home & Garden
TXN001109,SS008047,SEL0052,LST01816,U03839,2023-06-29,DE,iOS,1,193.19,193.19,0,Fashion
TXN001110,SS006702,SEL0276,LST00759,U02444,2023-08-04,RO,Android,1,413.23,413.23,0,Electronics
TXN001111,SS006039,SEL0263,LST01134,U01511,2023-06-03,PL,Android,2,111.06,222.12,0,Electronics
TXN001112,SS019916,SEL0142,LST01363,U03598,2023-07-21,RO,iOS,1,333.25,333.25,0,Fashion
TXN001113,SS011254,SEL0259,LST01860,U02793,2023-06-14,SK,iOS,3,14.31,42.93,0,Beauty
TXN001114,SS009595,SEL0375,LST02709,U03003,2023-08-12,DE,Android,4,258.71,1034.84,1,Fashion
TXN001115,SS018597,SEL0239,LST00412,U03520,2023-06-14,DE,iOS,3,99.5,298.5,0,Electronics
TXN001116,SS008582,SEL0194,LST01777,U02426,2023-06-06,PL,Android,2,468.25,936.5,0,Fashion
TXN001117,SS011072,SEL0383,LST01756,U00617,2023-07-31,PL,Android,3,61.37,184.11,0,Beauty
TXN001118,SS015469,SEL0370,LST00225,U01938,2023-08-13,PL,iOS,3,5.17,15.51,0,Beauty
TXN001119,SS004396,SEL0321,LST00659,U04535,2023-06-24,CZ,Android,1,319.13,319.13,0,Sports
TXN001120,SS008432,SEL0343,LST00950,U02603,2023-06-04,CZ,iOS,1,204.96,204.96,0,Beauty
TXN001121,SS014358,SEL0030,LST02904,U00789,2023-06-12,DE,Android,3,368.57,1105.71,1,Beauty
TXN001122,SS008121,SEL0498,LST00805,U00793,2023-08-13,DE,iOS,3,293.24,879.72,0,Sports
TXN001123,SS016464,SEL0225,LST00105,U02150,2023-08-02,PL,iOS,2,71.74,143.48,1,Fashion
TXN001124,SS015135,SEL0193,LST02208,U02890,2023-07-22,SK,Android,2,328.86,657.72,0,Home & Garden
TXN001125,SS011328,SEL0131,LST01498,U01567,2023-06-18,SK,Android,1,125.16,125.16,0,Home & Garden
TXN001126,SS010386,SEL0182,LST01925,U03542,2023-08-05,SK,Android,3,27.86,83.58,0,Home & Garden
TXN001127,SS013650,SEL0295,LST01309,U04056,2023-06-22,RO,Android,4,34.7,138.8,1,Beauty
TXN001128,SS000767,SEL0183,LST00763,U02713,2023-06-12,PL,Android,3,282.94,848.82,0,Beauty
TXN001129,SS012008,SEL0035,LST02155,U02285,2023-07-09,RO,Android,1,427.47,427.47,1,Electronics
TXN001130,SS009696,SEL0233,LST00744,U01948,2023-08-01,SK,Android,4,116.44,465.76,0,Electronics
TXN001131,SS007127,SEL0431,LST02213,U00048,2023-07-20,DE,iOS,3,350.81,1052.43,0,Fashion
TXN001132,SS019239,SEL0410,LST02781,U02653,2023-08-02,PL,Android,1,320.98,320.98,0,Fashion
TXN001133,SS005345,SEL0130,LST02694,U00026,2023-07-24,RO,iOS,2,470.69,941.38,0,Electronics
TXN001134,SS013484,SEL0283,LST01525,U02528,2023-07-05,CZ,iOS,3,474.42,1423.26,0,Electronics
TXN001135,SS007465,SEL0494,LST02365,U02950,2023-08-09,DE,iOS,2,494.87,989.74,0,Beauty
TXN001136,SS014135,SEL0094,LST00664,U02830,2023-08-27,DE,iOS,2,106.28,212.56,0,Electronics
TXN001137,SS002726,SEL0343,LST02556,U04484,2023-08-17,DE,Android,4,446.61,1786.44,0,Beauty
TXN001138,SS005686,SEL0211,LST02124,U04537,2023-06-13,RO,iOS,2,61.49,122.98,0,Beauty
TXN001139,SS018465,SEL0432,LST02621,U04637,2023-08-15,SK,Android,2,428.48,856.96,0,Beauty
TXN001140,SS003026,SEL0486,LST00471,U00512,2023-08-19,SK,Android,4,302.15,1208.6,0,Electronics
TXN001141,SS003498,SEL0427,LST01448,U00691,2023-08-18,DE,iOS,3,132.44,397.32,0,Sports
TXN001142,SS006222,SEL0096,LST00264,U00650,2023-07-16,PL,Android,4,471.29,1885.16,0,Sports
TXN001143,SS018213,SEL0257,LST01773,U02496,2023-07-04,CZ,Android,2,195.56,391.12,0,Sports
TXN001144,SS013405,SEL0160,LST00249,U03279,2023-08-13,DE,Android,1,434.93,434.93,0,Electronics
TXN001145,SS002243,SEL0096,LST01961,U03065,2023-07-12,CZ,iOS,3,335.76,1007.28,0,Sports
TXN001146,SS018820,SEL0466,LST01957,U01928,2023-06-21,PL,Android,2,494.18,988.36,0,Home & Garden
TXN001147,SS008032,SEL0431,LST01638,U02899,2023-07-17,CZ,iOS,2,430.46,860.92,0,Fashion
TXN001148,SS017981,SEL0412,LST02869,U00736,2023-07-29,DE,iOS,2,136.9,273.8,0,Home & Garden
TXN001149,SS008692,SEL0180,LST00557,U01444,2023-06-02,SK,iOS,4,12.24,48.96,0,Sports
TXN001150,SS013157,SEL0250,LST02774,U01114,2023-06-07,PL,iOS,3,249.83,749.49,1,Fashion
TXN001151,SS015003,SEL0410,LST00531,U00624,2023-08-26,DE,iOS,1,164.35,164.35,0,Fashion
TXN001152,SS003350,SEL0347,LST00889,U00418,2023-08-27,DE,Android,4,224.34,897.36,0,Fashion
TXN001153,SS015302,SEL0031,LST02629,U00784,2023-08-23,PL,Android,3,290.56,871.68,0,Sports
TXN001154,SS014518,SEL0045,LST02871,U03498,2023-08-02,DE,iOS,4,460.69,1842.76,0,Fashion
TXN001155,SS003061,SEL0113,LST00886,U04554,2023-08-06,CZ,iOS,2,364.7,729.4,0,Sports
TXN001156,SS000170,SEL0124,LST02084,U04767,2023-06-05,PL,Android,2,397.01,794.02,0,Electronics
TXN001157,SS017173,SEL0354,LST02772,U00256,2023-08-11,RO,iOS,4,213.05,852.2,0,Fashion
TXN001158,SS012079,SEL0089,LST01081,U02563,2023-08-07,PL,Android,1,224.93,224.93,0,Beauty
TXN001159,SS018728,SEL0461,LST01573,U02894,2023-06-02,SK,Android,1,300.56,300.56,0,Beauty
TXN001160,SS018606,SEL0043,LST01074,U00372,2023-06-07,CZ,iOS,1,277.79,277.79,1,Home & Garden
TXN001161,SS011101,SEL0269,LST02036,U04391,2023-06-25,CZ,Android,1,428.6,428.6,0,Home & Garden
TXN001162,SS003001,SEL0162,LST00564,U04108,2023-06-18,PL,Android,2,411.4,822.8,0,Home & Garden
TXN001163,SS003764,SEL0455,LST01072,U02546,2023-06-06,PL,iOS,4,396.79,1587.16,0,Sports
TXN001164,SS003164,SEL0273,LST00124,U00161,2023-06-17,CZ,Android,1,328.02,328.02,0,Electronics
TXN001165,SS019529,SEL0360,LST02427,U03793,2023-08-16,PL,Android,2,351.36,702.72,0,Electronics
TXN001166,SS002610,SEL0182,LST02352,U00847,2023-06-21,CZ,Android,4,272.15,1088.6,0,Home & Garden
TXN001167,SS006994,SEL0031,LST00693,U02963,2023-06-27,PL,Android,1,470.71,470.71,0,Sports
TXN001168,SS004157,SEL0291,LST01965,U00222,2023-08-05,DE,Android,1,217.95,217.95,0,Fashion
TXN001169,SS006749,SEL0208,LST00654,U04572,2023-06-28,DE,Android,4,419.95,1679.8,0,Electronics
TXN001170,SS004381,SEL0460,LST03000,U00484,2023-08-26,PL,Android,3,332.47,997.41,1,Fashion
TXN001171,SS003185,SEL0434,LST01538,U03606,2023-07-22,DE,Android,1,261.61,261.61,0,Electronics
TXN001172,SS015060,SEL0050,LST00498,U02713,2023-08-01,DE,iOS,4,162.13,648.52,1,Beauty
TXN001173,SS008544,SEL0195,LST01432,U03353,2023-08-05,PL,Android,2,358.76,717.52,0,Sports
TXN001174,SS017514,SEL0051,LST01254,U01001,2023-08-22,DE,Android,1,487.25,487.25,0,Fashion
TXN001175,SS006874,SEL0351,LST02545,U03799,2023-07-15,DE,iOS,3,386.95,1160.85,1,Beauty
TXN001176,SS004273,SEL0083,LST02693,U01974,2023-06-24,DE,iOS,1,196.27,196.27,0,Home & Garden
TXN001177,SS002250,SEL0491,LST00755,U01462,2023-08-06,RO,iOS,1,449.96,449.96,0,Fashion
TXN001178,SS012390,SEL0139,LST00368,U03706,2023-06-08,PL,iOS,3,168.58,505.74,1,Electronics
TXN001179,SS004953,SEL0484,LST01086,U04600,2023-06-08,RO,Android,2,476.19,952.38,0,Sports
TXN001180,SS016564,SEL0473,LST00078,U02406,2023-06-27,DE,Android,2,153.38,306.76,0,Fashion
TXN001181,SS005555,SEL0263,LST01134,U04317,2023-07-14,DE,iOS,1,111.06,111.06,0,Electronics
TXN001182,SS008005,SEL0241,LST01894,U02123,2023-07-26,PL,Android,4,347.92,1391.68,0,Home & Garden
TXN001183,SS015766,SEL0077,LST00320,U04629,2023-08-06,SK,iOS,1,173.44,173.44,0,Beauty
TXN001184,SS006147,SEL0256,LST02038,U02271,2023-07-10,DE,Android,3,407.91,1223.73,0,Beauty
TXN001185,SS003680,SEL0130,LST02799,U01374,2023-06-09,DE,iOS,3,425.77,1277.31,1,Electronics
TXN001186,SS014921,SEL0336,LST02662,U03613,2023-07-16,PL,Android,2,466.29,932.58,1,Fashion
TXN001187,SS018839,SEL0378,LST00055,U03148,2023-07-20,PL,Android,2,405.39,810.78,1,Electronics
TXN001188,SS004524,SEL0030,LST01360,U04207,2023-06-18,PL,iOS,3,422.18,1266.54,0,Beauty
TXN001189,SS003396,SEL0081,LST01356,U03780,2023-07-27,RO,iOS,2,301.02,602.04,0,Fashion
TXN001190,SS002954,SEL0484,LST02461,U03087,2023-08-14,PL,iOS,2,470.95,941.9,0,Sports
TXN001191,SS010411,SEL0433,LST01096,U04713,2023-07-25,RO,Android,2,37.27,74.54,0,Home & Garden
TXN001192,SS009310,SEL0256,LST02886,U01249,2023-07-02,RO,Android,3,308.63,925.89,1,Beauty
TXN001193,SS005552,SEL0421,LST02034,U03679,2023-08-03,PL,Android,4,147.67,590.68,1,Home & Garden
TXN001194,SS011637,SEL0119,LST02733,U02347,2023-07-22,DE,Android,2,488.24,976.48,1,Beauty
TXN001195,SS000115,SEL0058,LST00803,U02197,2023-07-01,PL,iOS,4,62.72,250.88,0,Home & Garden
TXN001196,SS014373,SEL0125,LST02040,U02726,2023-06-27,CZ,Android,3,282.35,847.05,0,Electronics
TXN001197,SS017454,SEL0356,LST01899,U01931,2023-06-04,PL,Android,2,310.99,621.98,0,Sports
TXN001198,SS009824,SEL0362,LST02183,U01352,2023-07-17,SK,Android,3,237.71,713.13,1,Beauty
TXN001199,SS013837,SEL0351,LST02545,U02869,2023-07-09,DE,iOS,3,386.95,1160.85,0,Beauty
TXN001200,SS011458,SEL0395,LST02052,U02917,2023-08-20,SK,Android,4,304.83,1219.32,0,Fashion
TXN001201,SS009012,SEL0131,LST02234,U03425,2023-08-07,DE,Android,1,340.61,340.61,0,Home & Garden
TXN001202,SS010993,SEL0376,LST02863,U04479,2023-06-11,CZ,iOS,2,379.86,759.72,1,Electronics
TXN001203,SS006983,SEL0193,LST02464,U03799,2023-06-07,CZ,Android,3,129.09,387.27,0,Home & Garden
TXN001204,SS007824,SEL0014,LST00073,U01144,2023-08-15,DE,Android,1,439.45,439.45,0,Sports
TXN001205,SS014939,SEL0499,LST02930,U01129,2023-08-18,DE,Android,4,202.88,811.52,0,Home & Garden
TXN001206,SS009020,SEL0125,LST01775,U04055,2023-07-19,PL,iOS,1,93.39,93.39,0,Electronics
TXN001207,SS005887,SEL0361,LST02995,U00321,2023-08-17,PL,iOS,2,312.35,624.7,0,Fashion
TXN001208,SS012702,SEL0462,LST00804,U04825,2023-06-25,SK,Android,4,46.51,186.04,0,Fashion
TXN001209,SS017963,SEL0007,LST02200,U00399,2023-07-10,SK,iOS,3,197.64,592.92,0,Beauty
TXN001210,SS019909,SEL0323,LST01251,U03339,2023-07-29,PL,iOS,2,417.46,834.92,0,Fashion
TXN001211,SS018607,SEL0096,LST02951,U00926,2023-06-06,PL,Android,1,173.02,173.02,0,Sports
TXN001212,SS001893,SEL0341,LST02566,U02485,2023-07-03,PL,Android,2,296.62,593.24,0,Beauty
TXN001213,SS017052,SEL0417,LST02007,U02199,2023-08-13,PL,iOS,2,175.9,351.8,0,Sports
TXN001214,SS002754,SEL0338,LST02725,U01602,2023-07-18,CZ,iOS,1,479.07,479.07,0,Home & Garden
TXN001215,SS012367,SEL0406,LST02932,U03143,2023-06-07,DE,Android,4,125.52,502.08,0,Fashion
TXN001216,SS011783,SEL0415,LST02465,U00633,2023-06-07,PL,iOS,1,370.47,370.47,0,Sports
TXN001217,SS013122,SEL0146,LST00195,U03010,2023-08-20,CZ,Android,1,83.23,83.23,0,Home & Garden
TXN001218,SS003876,SEL0039,LST00790,U00004,2023-06-25,SK,Android,3,82.79,248.37,0,Electronics
TXN001219,SS009026,SEL0074,LST00315,U04956,2023-07-23,CZ,Android,2,301.12,602.24,0,Electronics
TXN001220,SS003349,SEL0237,LST01181,U04566,2023-08-04,DE,iOS,2,346.95,693.9,0,Electronics
TXN001221,SS009758,SEL0438,LST02151,U04407,2023-08-06,DE,Android,1,217.53,217.53,0,Home & Garden
TXN001222,SS006238,SEL0081,LST01461,U01200,2023-06-25,DE,iOS,4,157.64,630.56,0,Fashion
TXN001223,SS009123,SEL0033,LST01648,U02035,2023-08-24,DE,iOS,4,350.26,1401.04,0,Electronics
TXN001224,SS015701,SEL0344,LST01575,U02033,2023-08-07,DE,Android,2,307.51,615.02,0,Home & Garden
TXN001225,SS019438,SEL0340,LST01219,U03599,2023-07-04,DE,Android,1,455.14,455.14,0,Home & Garden
TXN001226,SS012940,SEL0406,LST01406,U03990,2023-07-21,RO,iOS,3,150.43,451.29,0,Fashion
TXN001227,SS006442,SEL0366,LST01764,U04513,2023-07-17,SK,iOS,2,495.14,990.28,1,Beauty
TXN001228,SS018545,SEL0336,LST02499,U04384,2023-07-01,PL,iOS,3,137.41,412.23,0,Fashion
TXN001229,SS010784,SEL0366,LST01886,U03434,2023-08-28,DE,iOS,1,85.16,85.16,0,Beauty
TXN001230,SS005973,SEL0419,LST02170,U02219,2023-07-25,DE,Android,4,156.14,624.56,1,Sports
TXN001231,SS003238,SEL0007,LST00084,U03820,2023-06-23,RO,iOS,3,442.14,1326.42,1,Beauty
TXN001232,SS005416,SEL0444,LST01372,U01994,2023-07-16,RO,iOS,4,95.31,381.24,0,Sports
TXN001233,SS016585,SEL0410,LST02962,U03541,2023-06-24,DE,Android,1,172.78,172.78,1,Fashion
TXN001234,SS011466,SEL0185,LST00185,U02822,2023-06-01,PL,Android,4,159.79,639.16,0,Electronics
TXN001235,SS004901,SEL0224,LST02242,U01824,2023-06-15,PL,Android,4,99.24,396.96,0,Home & Garden
TXN001236,SS003046,SEL0494,LST02365,U04515,2023-07-02,DE,Android,2,494.87,989.74,0,Beauty
TXN001237,SS012537,SEL0450,LST02769,U03003,2023-07-07,DE,Android,1,84.98,84.98,0,Sports
TXN001238,SS008747,SEL0307,LST01370,U04893,2023-08-08,PL,Android,1,109.96,109.96,1,Electronics
TXN001239,SS007202,SEL0365,LST02994,U00143,2023-07-25,DE,iOS,2,396.55,793.1,0,Sports
TXN001240,SS003764,SEL0455,LST01072,U02546,2023-06-06,PL,iOS,2,396.79,793.58,0,Sports
TXN001241,SS012979,SEL0060,LST01793,U02999,2023-06-19,PL,Android,3,275.5,826.5,0,Beauty
TXN001242,SS004599,SEL0053,LST00227,U02328,2023-06-28,PL,Android,2,366.8,733.6,0,Home & Garden
TXN001243,SS017319,SEL0168,LST00776,U00121,2023-07-04,PL,Android,2,464.37,928.74,0,Beauty
TXN001244,SS006623,SEL0143,LST02377,U01308,2023-06-07,PL,Android,3,32.72,98.16,0,Sports
TXN001245,SS005189,SEL0372,LST02531,U04595,2023-07-13,RO,Android,4,49.02,196.08,1,Sports
TXN001246,SS007641,SEL0405,LST02227,U00138,2023-06-18,CZ,Android,1,387.85,387.85,1,Home & Garden
TXN001247,SS006054,SEL0397,LST01617,U03338,2023-08-15,PL,Android,1,249.66,249.66,1,Electronics
TXN001248,SS006619,SEL0354,LST02702,U04732,2023-06-18,RO,Android,1,290.62,290.62,0,Fashion
TXN001249,SS002423,SEL0022,LST01293,U04648,2023-07-10,RO,Android,4,142.22,568.88,0,Fashion
TXN001250,SS007470,SEL0183,LST01414,U04203,2023-08-19,PL,Android,1,143.5,143.5,1,Beauty
TXN001251,SS014686,SEL0391,LST00625,U03660,2023-07-14,DE,iOS,2,423.89,847.78,0,Beauty
TXN001252,SS013871,SEL0253,LST00817,U04376,2023-07-07,PL,Android,4,177.74,710.96,0,Electronics
TXN001253,SS003547,SEL0375,LST02709,U00908,2023-07-09,PL,Android,3,258.71,776.13,0,Fashion
TXN001254,SS019018,SEL0389,LST01984,U00023,2023-08-25,CZ,Android,3,473.3,1419.9,0,Fashion
TXN001255,SS011863,SEL0352,LST00603,U01309,2023-06-20,DE,Android,3,248.74,746.22,0,Sports
TXN001256,SS013810,SEL0163,LST02416,U02067,2023-07-07,DE,Android,3,289.87,869.61,1,Beauty
TXN001257,SS015506,SEL0331,LST02739,U03940,2023-06-08,DE,Android,3,295.11,885.33,0,Electronics
TXN001258,SS012736,SEL0142,LST01614,U02140,2023-07-16,DE,Android,4,80.41,321.64,0,Fashion
TXN001259,SS018471,SEL0005,LST01804,U01921,2023-08-02,DE,Android,1,448.68,448.68,1,Beauty
TXN001260,SS005299,SEL0130,LST02833,U03079,2023-06-13,DE,Android,3,115.35,346.05,0,Electronics
TXN001261,SS017947,SEL0110,LST00353,U01909,2023-07-12,PL,iOS,4,305.95,1223.8,1,Beauty
TXN001262,SS013181,SEL0032,LST02050,U03055,2023-08-04,DE,Android,2,321.8,643.6,0,Beauty
TXN001263,SS008044,SEL0488,LST01369,U02632,2023-07-03,PL,iOS,4,142.88,571.52,0,Home & Garden
TXN001264,SS010418,SEL0118,LST01449,U04257,2023-06-06,PL,Android,2,449.23,898.46,0,Electronics
TXN001265,SS008499,SEL0212,LST02235,U01001,2023-08-24,DE,Android,3,334.31,1002.93,0,Fashion
TXN001266,SS013623,SEL0151,LST02642,U04139,2023-06-29,PL,Android,2,7.83,15.66,0,Electronics
TXN001267,SS001962,SEL0363,LST02997,U00313,2023-07-05,RO,iOS,4,335.73,1342.92,0,Sports
TXN001268,SS001211,SEL0080,LST00722,U01194,2023-07-24,RO,Android,3,201.28,603.84,0,Home & Garden
TXN001269,SS006273,SEL0388,LST00061,U04291,2023-07-23,PL,Android,4,269.21,1076.84,0,Electronics
TXN001270,SS018587,SEL0449,LST00068,U04882,2023-06-30,PL,Android,3,134.78,404.34,0,Home & Garden
TXN001271,SS014262,SEL0335,LST01439,U02057,2023-06-06,PL,iOS,3,226.99,680.97,0,Fashion
TXN001272,SS004476,SEL0071,LST00097,U04119,2023-06-02,CZ,iOS,2,499.38,998.76,0,Fashion
TXN001273,SS007411,SEL0271,LST01118,U04116,2023-06-15,PL,Android,3,419.53,1258.59,0,Sports
TXN001274,SS017257,SEL0165,LST02494,U03692,2023-06-15,CZ,Android,1,353.46,353.46,0,Home & Garden
TXN001275,SS017805,SEL0215,LST02152,U00471,2023-06-24,RO,Android,2,195.03,390.06,0,Beauty
TXN001276,SS013195,SEL0338,LST02718,U02065,2023-06-24,SK,Android,1,90.07,90.07,1,Home & Garden
TXN001277,SS015479,SEL0311,LST02344,U01067,2023-07-17,DE,Android,3,217.75,653.25,0,Beauty
TXN001278,SS007649,SEL0440,LST00280,U03397,2023-07-17,PL,Android,2,224.82,449.64,1,Home & Garden
TXN001279,SS007311,SEL0145,LST00156,U03264,2023-06-04,PL,Android,4,137.88,551.52,0,Sports
TXN001280,SS007689,SEL0417,LST01402,U04500,2023-06-25,SK,Android,3,143.0,429.0,0,Sports
TXN001281,SS004808,SEL0073,LST00678,U01822,2023-06-08,RO,iOS,3,93.57,280.71,0,Home & Garden
TXN001282,SS009090,SEL0353,LST01651,U00227,2023-07-20,DE,iOS,1,95.64,95.64,0,Sports
TXN001283,SS014225,SEL0210,LST02771,U03240,2023-06-06,DE,Android,4,403.49,1613.96,0,Electronics
TXN001284,SS011144,SEL0426,LST02624,U01148,2023-08-13,PL,Android,4,202.23,808.92,1,Sports
TXN001285,SS006065,SEL0114,LST02795,U04374,2023-06-11,PL,iOS,2,188.34,376.68,0,Sports
TXN001286,SS007480,SEL0337,LST01958,U00865,2023-08-25,DE,Android,1,17.26,17.26,0,Beauty
TXN001287,SS002870,SEL0085,LST01044,U01580,2023-08-03,DE,Android,4,270.19,1080.76,0,Beauty
TXN001288,SS016602,SEL0193,LST02464,U03385,2023-08-20,DE,Android,4,129.09,516.36,1,Home & Garden
TXN001289,SS002629,SEL0067,LST00715,U04862,2023-07-29,CZ,Android,1,391.57,391.57,0,Home & Garden
TXN001290,SS002755,SEL0358,LST00932,U00799,2023-06-02,RO,Android,1,267.21,267.21,0,Home & Garden
TXN001291,SS015982,SEL0396,LST02243,U04369,2023-07-21,PL,Android,4,288.06,1152.24,0,Home & Garden
TXN001292,SS006681,SEL0084,LST02505,U00020,2023-06-19,RO,Android,3,257.87,773.61,1,Sports
TXN001293,SS003515,SEL0292,LST02406,U01006,2023-07-22,DE,iOS,3,446.89,1340.67,0,Beauty
TXN001294,SS016074,SEL0492,LST00530,U01981,2023-07-02,RO,Android,4,250.22,1000.88,0,Home & Garden
TXN001295,SS015930,SEL0136,LST02508,U03216,2023-08-05,PL,Android,1,121.7,121.7,0,Beauty
TXN001296,SS007213,SEL0131,LST02699,U00482,2023-08-19,RO,Android,2,148.8,297.6,0,Home & Garden
TXN001297,SS012400,SEL0404,LST02831,U03713,2023-06-18,PL,iOS,4,432.74,1730.96,0,Home & Garden
TXN001298,SS005924,SEL0397,LST02745,U03343,2023-06-17,PL,iOS,3,381.58,1144.74,0,Electronics
TXN001299,SS012279,SEL0396,LST00022,U03883,2023-07-12,DE,iOS,4,158.5,634.0,0,Home & Garden
TXN001300,SS008293,SEL0393,LST00639,U00763,2023-08-18,PL,iOS,3,149.98,449.94,1,Home & Garden
TXN001301,SS019547,SEL0154,LST01874,U02267,2023-08-14,DE,Android,3,206.62,619.86,0,Electronics
TXN001302,SS012691,SEL0286,LST02737,U02557,2023-06-04,DE,Android,2,492.89,985.78,1,Sports
TXN001303,SS008384,SEL0372,LST01024,U00097,2023-07-08,RO,iOS,1,31.58,31.58,0,Sports
TXN001304,SS002971,SEL0272,LST02008,U03862,2023-06-18,PL,Android,2,48.15,96.3,0,Electronics
TXN001305,SS015928,SEL0319,LST01727,U04556,2023-06-02,PL,Android,2,278.64,557.28,0,Home & Garden
TXN001306,SS015248,SEL0284,LST00896,U00024,2023-06-26,DE,Android,3,162.01,486.03,1,Electronics
TXN001307,SS000668,SEL0286,LST02401,U02311,2023-08-29,SK,Android,4,219.63,878.52,0,Sports
TXN001308,SS008979,SEL0336,LST02480,U00809,2023-06-20,DE,iOS,1,124.55,124.55,1,Fashion
